,text,label
1429,진짜 개재앙이랑 민좆당 사사건건 도움도 안되는 방해질에 끝까지 똥싸네 시발ㅋㅋㅋ 이게 정치인이냐? 양아치지 ㅋㅋ,1
1430,개같이 응원한다 시발 시작도 안했는데 온갖 개지랄터는거보고 더 개같이 지지하기로 했다,1
1431,국민의 뜻 이지랄 할거면 일단 지지율 50퍼는 넘기고 말하자,1
1432,나도 첨엔 짜증이었는데 문재앙 문전박대 당하는꼬라지 보니 속이 시원하네~ 빠르게갓!ㅋ,0
1433,시작부터 귀쳐막고 고잉마이웨이 선언하노 볼만하겟다이기,0
1434,아이고 의미없다 지금 코로나랑 러시아 때문에 경제가 위태로운데 한가하게 청와대 이전이니 머니 고집이나 부리네 그냥 일이년 지나면 레임덕 오겠네 저리 정치력이 없으니 - dc App,0
1435,근데 용산 집무실이 그렇게 중요한가 그것보다 더 중요한게 많은거 같은데 - dc App,0
1436,조센족은 얼마받고 댓글조작질 하노?,0
1437,뉴스 댓글도 난리도 아니던데 이러다 또 선동당해서 탄핵각 잡히는거 아님? 주변에 슬슬 이전 왜하냐고 하는 무지랭이들 나타나기 시작하던데; 댓글 조작 가만냅두는게 맞나 싶노 - dc App,0
1438,그냥 문재인 청와대안에 계속 있으라 하면 되지않나? 문재인도 청와대 관광하면서 재롱떠는거 볼 수있게끔ㅇㅇ,0
1439,청와대 00시에 안 나가고 게겼다가 성난 시민들이 돌팔매질 할 가능성도 있으니까~ 미리 저렇게 얘기하는거 잘하는거라 본다~,0
1440,방 빼 이새끼야 ㅋㅋㅋㅋㅋ,1
1441,윤 잘한다,0
1442,방빼 병신새키야 ㅇㅅㅇ - dc App,1
1443,좋고 나쁘고를 떠나서 정권 초기 최강의 국정동력을 왜 이런 사소한 문제에서 싸움질하면서 낭비하는지 모르겠다ㅅㅂ 여가부 폐지나 연금 개혁 같은 중대 사안이면 이해라도 하겠는데,1
1444,방빼 십새키야 ㅋㅋ,1
1445,"병신 세끼가 소통한다며,지 좃꼴리는데노 하네 - dc App",1
1446,윤재앙 시작 - dc App,0
1447,검찰총장한테 법대로 하자고 한거냐 ㅋㅋ,0
1448,"지 임기때 하면 되지 왜 자꾸 서두르냐?ㅋㅋㅋㅋㅋㅋㅋ 자꾸 서두르니까 건진법사인지 뭔지, 걔들 꼬봉처럼 보이잖아.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
1449,누가 방해했는데?,0
1450,꺼어어어어어어어억~~~~~,0
1451,좆까고 있네 미친 시발새끼들 조선족새끼들인가 나라 망하게 하려고 이딴거 올리노,1
1452,부적 있는 글 없는 글 차이가 실감이 나긴 하노ㅋㅋㅋㅋ,0
1453,윤재앙 개븅신새끼,1
1454,배려?? 배려 바라면 안되지 이 씹새끼야,0
1455,정치적으로 영리한 선택지는 아닌거같은데,0
1456,무속의 힘이 이렇게 무섭습니다,0
1457,이거 완전 개꼴통새끼 아냐 이건 문재인 욕 못하지,1
1458,문재앙이랑 다른게 뭐냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1459,"저 버르장머리 없는 이준석놈 나대는 꼴봐라, 한나라의 대통령한테 이래라 저래라 하고 자빠졌네. 싸가지 없는 놈 - dc App",0
1460,"이제 전쟁나면 국방부랑 용산은
폭탄이 비오듯 쏟아진다 이긔야
좋빠가",0
1461,그럼 그 돈은 인수위 돈이냐? 아쉬운 놈이 협조를 부탁해야지 ㅋㅋ,0
1462,무당출동시켜,0
1463,ㅋㅋ진짜 조목조목 잘팬다,0
1464,재인이랑 민ㅈ당+좌좀달창대깨찢년놈들이 안보안보 ㅇㅈㄹ 하는거 개역겹다 ㅋㅋㅋ ㅈㄹ좀 그만해라 대가리 꽝꽝꽝,1
1465,느금창 애미뒤진년 같은 소리나 찍찍하고 자빠졌네 준스톤 새끼 ㅋㅋㅋㅋㅋㅋㅋ,1
1466,준서기 막장이네,0
1467,호주에서도 중국이 정치인 스파이로 꽂았다가 걸렸잖아 문재인이나 민주당도 그런거 아닐까,0
1468,"이준석처럼 말할수있는 사람 한명도 없는거보면
국힘당도 진짜 틀딱당이긴한갑다 에휴...",0
1469,부적 안 다니깐 애미뒤진 조센족 새끼들 개같이 달려드네,1
1470,"개준석 저 버릇없고 오만한 친일파놈,, 기득권에 빌붙어서 틀딱들이랑 나라 말아먹을듯;",0
1471,북 미사일도 말 못하는게 안보공백 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1472,섹스톤 새끼 빵에 안 갈려고 개같이 충성하네 ㅋㅋㅋㅋㅋㅋㅋ,1
1473,맞는말임 그저 우리나라국민들한테만 큰소리하고 병신새끼가 따로없음 다른나라들한테는 가많이 처맞고만있음 - dc App,1
1474,미상발사체www,0
1475,"""그게 왜 니돈이냐?"" 말로 사람패는 매직을 보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
1476,확실히 우리 개준스기가 말빨 하나는 쥐긴다카이! 반박불가로 입터니 좌파좀비들 할말이 없지,0
1477,4050 찢갈이들 콧김 씩씩하며 몸 비트는 중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1478,재앙이 저거보고 임플란트 다 박살났겠노 ^^,0
1479,문재앙 진짜 개찌질한새끼네 씨발 무능한것도 모자라서,1
1480,문재앙 진짜 씨발 좆같이 했으면 물러날때라도 쿨하게 가야지 왜케 막날까지 좆같이 굼? 말년병장 꼬장부리다가 개처럼 처맞고 나가는거 안배움?,1
1481,속이뻥 - dc App,0
1482,아니 니들끼리 속 시원해 하지말고 기사 들어가서 댓글 달고 페미년들이 좌표 찍은 댓글에 비추도 좀 누르라고ㅋㅋ니네끼리 야갤에서 시원하다~하면 여론이 바뀌냐? 아니 니들끼리 속 시원해 하지말고 기사 들어가서 댓글 달고 페미년들이 좌표 찍은 댓글에 비추도 좀 누르라고ㅋㅋ니네끼리 야갤에서 시원하다~하면 여론이 바뀌냐? - dc App,1
1483,진짜 속이뻥 - dc App,0
1484,재앙이 자존심때문에 안해준다노 그만하자노~~ - dc App,0
1485,얘가 당내에서나 악동이지 그짝들 발작하는거보면 일은 잘하네 ㅋㅋ,0
1486,ㅋㅋ문정부들은 안보 어쩌고 할 자격없지 ㅋㅋ,0
1487,할말은 한다,0
1488,준스기 치명타를 때리네 ㅋㅋㅋㅋㅋㅋㅋ - dc App,0
1489,그돈 문돈 아니야 ㄱㅆㅅㅌㅊ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1490,준석이형 형보고 윤 찍었다 말 존나시원하게하네 ㅅㅂ ㅋㅋㅋ진짜 존나짱임,1
1491,다 좋은데 중간에 안보공백 운운하는 건 국방부 이전때문에 말 나온건데 거기서 광화문이랑 엮는건 뭐냐,0
1492,문재인은 목매달아 부엉이바위에서 투신할것,0
1493,시원~ - dc App,0
1494,우파의 문제는 자꾸 좌파랑 협력을 하려고 한다는거임 좌파가 말하는 통합은 모두를 좌파로 만들겠다는 의미인데 우파는 통합을 공존으로 생각하니까 자꾸 좌파에 지는거,0
1495,"이준석을 추천한 인물이 유승민이고 받아준것이 박근혜임. 그런데 국정농단이 시작되자 박대통령 국민속도 모르고 유체이탈 화법, 공사 구분 못하는대통령 이해안되. 박대통령은 국정운영에 대한 개념이 없다는 비난 발언을 하면서 박대통령 뒤에 칼을 꼽음. 윤석열도 마음에 안들면 뒤에 칼을꽃을 사람임.",0
1496,되도 않는 이유로 이전하려는 미친 고집을 꺾어야지... 왜 한국의 국방과 안보 및 청와대 시스템을 망가뜨리려 그러나 시작도 전부터 ? 일본과 중국만 좋아라 하겄네,0
1497,준서기형 든든,0
1498,피해호소인ㅋㅋ미상발사체ㅋㅋㅋㅋ,0
1499,게임좌까치하네 ~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1500,이준석은 김종인사태때윤석열에게 검사생활만 해서 정치는 잘 모를것이다 라고 일침을 놓음. 윤석열은 검찰공무원으로 근무만해서 정치를 잘모릅니다 라고 발언함,0
1501,좌파들이 극혐할 만 하다 할말없어서 ㅂㄷㅂㄷ하게 만드네 ㅋㅋㅋㅋ,0
1502,이준석은 박근혜가 키워준 키드이며 바로 박근혜귀에 칼을 꼽았고 김종인 사태때는 윤석열을 작심비판하며 나는 대선이 어떻게되든 신경쓰지않겠다고 무운을 빈다고 윤석열에게 말했음. 윤석열도 마음에 안들면 뒤에 칼을 꼽을것임,0
1503,심지어 본인은 절대로 한나라당 비례대표를 할생각이없다 현실정치에 참여할생각이 없다고 10년전에 말했고 뉴스에 다 기록됨. 나는 이사람보다 ********자기가 한말을 쉽게 어기고 입장을 바꾸는 정치인을 본적이 없음,0
1504,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ시원하네,0
1505,미상발사체 운운하는 새끼들이 안보 공백 이지랄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1506,대주술의시대는 니들이 열어라,0
1507,생계형비리 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
1508,진짜 존나잘패넼ㅋㅋㅋㅋㅋㅋㅋㅋ,1
1509,"청와대 이전을 확실히 막을 비책이 없으면 그냥 쿨하게 해주면 안됨?
윤석열을 위해서가 아니라 본인들을 위해서
안철수만 봐도 간잽이 이미지에서 확실히 단일화 하고
승리에 기여하니까 이미지가 바뀌었잖아

청와대 이전도 그냥 아싸리 처음부터 좋게좋게 협조해주고 잘 되면 서로 좋은거고,
뭔가 문제가 발생하면 우린 협조 잘 했다! 하고 그때 가서 공격을 하던가 하면 되지

계속 훼방만 두면 나중에 이전하고 더 좋은 효과가 나면 막았다고 욕 쳐먹고
이전 후 문제가 발생하면 안도와줘서 그랬다는 핑계 만들어 주는 거밖에 더 되나?
문 정부는 정치적으로도 너무 멍청한 수를 둔듯",0
1510,"글쓴이 왜 우한폐렴에 근원지이나 만원의 근악이 곰돌이 시진핑 사진 안올리냐
사람 대가리 달고 태어나서 사람 새끼 구실 못하는 조선족 짱깨 전라도 새끼들이 존나 댓글로 깝치잖어",1
1511,윤석열 돈도 아니지 ㅋㅋㅋ,0
1512,짱깨새끼들이 개거품 물고 반대하고 있다는건 지금 당장 해야된다는 소리지 ㅋ 씹련들이 청와대에 짱깨산 장비를 얼마나 깔어 논거야,1
1513,킹준스기 ㅋㅋ,0
1514,이건 사이다 ㅇㅈ 문재앙이 너무 좆같아서 ㅅㅂ,0
1515,내로남불 오지구요 지나정권때 하던짓 잊어버렸나보네 윤재앙시대 벌써부터 기대된다,0
1516,쌋다. 속시원하노 계속 당대표 했으면,0
1517,짱개놈들 방해하는거 보면 청와대에 도청장치라도 설치해놨노,0
1518,ㅋㅋ병신 걸레 좌좀새끼들이 발작하는거보니 꼴좋노 ㅋㅋ 아 그러게 왜 이기지그랬어~ ㅠㅠ,1
1519,싸패 수준이노,0
1520,저런사람을 정식으로 채용해서 털바퀴들 전부 족쳐야한다,0
1521,그래서 사진은 어디서 보는데,0
1522,저런것들은 그냥 잡아다가 사파리에 풀어주든가 동물원 맹수 우리에 넣던가 해라 ㅋㅋㅋ 매운맛좀 봐야지,0
1523,"유난인 이유가 뭔줄 아냐
어린시절 잠자리 개미 날개 다리 하나하나 뜯어낸 수많은 어린애들이 동물학대범이냐?

그냥 니들이랑 친근한 동물을 가지고 논다는 이유 하나만으로 동물학대라는 딱지를 붙일뿐임
그리고 무슨 연쇄살인범 어쩌고 ㅋㅋㅋ 20년도 전에 폐기된 소프트 드러그 마약게이트이론을 가져다 붙이는데 전혀 관련없음
유영철, 강호순, 이춘재 등 역대 한국에 나온 연쇄살인범중에 동물학대한 사람 단 한명도 없다 ^^
나부터도 외출시에 가루낸 타이레놀 항상 가지고 다니는데 사람을 죽여? 내가 왜? ㅋ",0
1524,뭐 기왕 꼭 죽일거면 곱게 죽이지 지랄을하네 ㅋㅋ,0
1525,살인범하고 동물학대범하고 전혀 상관없음. 오히려 저런걸로 스트레스 풀어서 사람한테 공격성이 안들어남. ㅋㅋ,0
1526,돼지 소랑 비교하는 쿨찐새끼들이 왜이리많냐 병신새끼들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1527,"근데 가죽 벗기고
내장에 드라이기 넣어서 돌리는건
씨발 역겹네... 또라인가 - dc App",1
1528,고양이만 유독 난리네. 잠자리 팔 뜯고 놀던넘들이,0
1529,"여기서 고기 먹는거랑 비교하는 병신들은 그냥 예비 살인마라고 보면된다
연쇄살인마의 대다수가 어릴때 동물 학대 경험이 있다
해외에서는 그래서 동물학대 경험있다=예비살인마 공식이 있음 그냥
옹호하는 것들도 다 똑같은것들",0
1530,캣맘 아들이래. 얼마나 고양이만 위했으면 아들이 저렇게 되었을가,0
1531,동물 극도로 싫어하는새끼들은 뭔가 있다 ㄹㅇ - dc App,1
1532,사회격리가 답이네 ㅇㅇ 처단해야함,0
1533,캣맘 담당일진으로 순기능 가능,0
1534,의인인데 ? ㅋㅋ,0
1535,기왕 죽일라면 페미나 잡아서 죽여버리지 고양이보다 못한 페미년들 대가리 다 잘라서 길에 전시나 되라,1
1536,왜 하필 고양이 일까?? 이부분도 좀 파봤으면 좋겠네,0
1537,그냥 정신병잔데? 안잡혔으면 고양이 다음은 개 그다음은 사람이었을듯.,0
1538,뭘 잘못했다는 건지 모르겠는데?,0
1539,얘는 진짜 연쇄살인마로 발전할 가능성 높아보이는데,0
1540,"어쩌라고 ㅇㅇ 좆냥이 뒤진게 대수냐?
저~기 아프리카에선 굶어죽는 사람들이 지금도 계속 나오고 있는데 그건 아무말 없지?",1
1541,"캣맘 참교육하는건 좋은데 시체는 혼자만 쳐보지 혐짤을 개나소나 좋아할거라 생각하나
캣맘 참교육하는건 좋은데 시체는 혼자만 쳐보지 혐짤을 개나소나 좋아할거라 생각하나
캣맘 참교육하는건 좋은데 시체는 혼자만 쳐보지 혐짤을 개나소나 좋아할거라 생각하나",0
1542,무섭노,0
1543,다음엔 캣맘드가자,0
1544,구룡포 나비탕,0
1545,그냥 조리용으로 쓴건데? 고양이 따위가 뭐가 그리 중해? 쥐새끼로 요리해놨어도 저지랄할까싶다,1
1546,"동물학대범이 되면 연쇄살인범이 된다 아가리 터는 새끼들 특) 히틀러 스탈린은 동물 좋아했다고 하면 아닥함
연쇄살인범이 아니면 동물학대범이 아니라는 대우가 성립을 안하잖아 병신들아 털바퀴 만지다가 기생충이 뇌까지 번져서 중딩때 배우는 단순 명제도 성립 안하는 걸 어디서 주워 들은것만 있어서 가져오는 건 유영철 강호순 이영학 끝 ㅋㅋㅋㅋ 근대 한국에서만 따져도",1
1547,뭔또라이고,0
1548,사이코패스 새끼네.,1
1549,구룡포면 동백꽃 필무렵 촬영지 아니노. 까불인가,0
1550,"지나가다 흔히 가지고 있는
아세트 아미노펜 하나 떨어트려서
길에 널부러져 있는 유해조수 사료에 들어갈수도 있지만

작업장을 만드는건 좀 그런데...",0
1551,그냥 안락사 시키거나 한두마리 죽이는 정도는 모르겠는데 저렇게 쾌락형으로 죽이는 놈은 아주 위험하다,0
1552,덕분에 주변에 있던 새 다람쥐 애들은 안전하겠노 ㅋㅋㅋㅋ 저만큼 잡은거면 길고양이가 존나게 많다는건데,0
1553,시발아 캣맘을 죽여야지 귀엽기라도 한 고양이를 죽이냐 대상을 잘못골랐다 ㅉㅉ,1
1554,이새끼 범죄자 살인마 될 소지 다분하다 정신병원 감정해야함,0
1555,이거 뭔웹툰비슷한거있지않았나,0
1556,단또털바퀴거린다고 진짜죽이노 개병신싸이코새끼 ㅋㅋ,1
1557,나라에서 유해조수지정하고 살처분 했으면 이런 일 안생겼지. 자기한테 피해주는데 할 수 있는게 없으니 저런 괴물이 탄생한거임,0
1558,사진 어디서 보냐,0
1559,"엄마라는사람이 가정 내팽겨두고 빚은 억대로 불리고
고양이만 이뻐하니까 아들이 삐뚤어진거",0
1560,이재명 지지자네,0
1561,환경미화원 니뮤ㅠ,0
1562,캬루 또 너야?,0
1563,무조건 억까하고 보는 병신 도태 디시충들 ㅋㅋㅋ 역겨운거 맞고 싸이코도 맞음 지들이 무슨 프로파일러도 끽해봐야 편돌이 새끼들이 저게 살인마로 번질 수 없다 이지랄 하면서 어떻게든 쉴드 치려고 이 악물고 아닌척 하노 ㅋㅋ,0
1564,ㄹㅇ 정신병ㅇ자네,0
1565,나비탕 ㅋㅋㅋㅋㅋㅋ,0
1566,"이야, 댓글들 보니 여기 미친놈들 모인 곳이란건 알고 있었다만....진짜 미친놈들 천지구나. 무섭다, 이런 미친놈들이 멀쩡하게 사회에서 돌아다니는거",1
1567,채소넣고 고기넣고 ㅇㅈㄹ ㅋㅋㅋㅋ,0
1568,득실거리는 해충 길참피 구제하는 영웅니뮤ㅠㅠ,0
1569,해충구제하는 영웅니뮤 ㅠㅠㅠㅠ,0
1570,캣맘이 어캐햇으면 자식이 저래되었겠노? 캣에게 넣는 애정과 관심을 자식에게 줬으면 저리 안됬지 않을까?,0
1571,영웅님...,0
1572,앰생싸패거북유방단은 격리해야지,0
1573,어짜피 방치된 생태계파괴 고양이잡는건 상관없는데 그걸 대학가나 길거리에 전시한건 ㄹㅇ정신병자네,0
1574,"포항

견상도 과메기 동네
맹바기 추종하는
싸패동네",0
1575,애미가 캣맘이라 흑화했노,0
1576,사진 영상 어디서 보노,0
1577,제발 사진 영상 링크 좀,0
1578,"사이코 할배(13살~20살 여자한테 애낳아달라고 현수막 걸었음)도 길고양이 죽였다.......

고양이 싫어하는 놈들..... 정상이 아닌거 사이언스노",0
1579,포항사는 전라도인이네 무섭다.,0
1580,와 시발새끼 진짜 죽여버리고싶다 잡아다가 똑같이 해주고싶네,1
1581,캣맘충 거르고 저건 좀 정신에 문제있어보이는데 ㄹㅇ 그냥 털바퀴싫어서 죽일거면 밥통에 타이레놀섞어서주면 되잖아,0
1582,폐양식장.. 동물을 사랑함... 동네 사람들에게 예의바름... 어? 이거 완전...,0
1583,맞춤법 보니 못배운새끼란건 알겠네,1
1584,동물단체는 어떻게 저런거 알고 찾아가는거지 그리고 머 동물이 안전하지 않으니 사람도 안전하지 않다 ㅋㅋ 좆냥이랑 사람이랑 같냐고 ㅅㅂ,0
1585,싸이코패스아님?,0
1586,설명만들어도 속이안좋네,0
1587,저건 좀 ㅋㅋ... 저렇게 털바퀴잡다가 선넘어서 사람잡을새끼임 저건 ㅋㅋ,1
1588,팩트) 캣맘 아들이 고양이 학대를 했다? 끄덕끄덕,0
1589,그냥 곱게 죽이지 뭘 저리 취미 희안하네,0
1590,근데 고양이죽이면 법에 저촉됨?,0
1591,저렇게 고양이 죽이면 감옥감? 법이 어떤질 모르겠네,0
1592,애옹쓰 불쌍행,0
1593,해부영상을 왜 친동생한테 보냈는지 이해가 안 되네 아마 저거 때문에 들킨 거 같은데,0
1594,포흑흑 - dc App,0
1595,이건 미친새끼네 ㅋㅋㅋㅋ - dc App,1
1596,학대파 ㅎㄷㄷ,0
1597,와 단하루라도 근무하면 안되겠네,0
1598,문재앙 5년 살았으면 풍수지리 안 믿어도 청와대에서 근무안함 ㅋㅋㅋㅋ 짱깨 앞잡이가 뭔짓을 했을지알고 ㅋㅋㅋㅋ,1
1599,도청장치 완비라도 해놨냐 왜 자꾸 들어오래 ㅋㅋㅋ,0
1600,지도 광화문 나갈라 했으면서 내로남불 쩌넼ㅋㅋㅋㅋ,0
1601,"1. 도청기 방지
2. 이사하면서 숨겨둔 기밀문서 탈탈 털기
3. 국민과의 접근성
4. 북 도발대처 등에 빠른 대응",0
1602,진짜 대통령 잘 뽑았네 - dc App,0
1603,어준이도 슬슬 깜빵들어가야지,0
1604,짱깨새끼들까지 이전반대하는게 더 수상한거 아니냐 ㅋㅋ,1
1605,왜 자꾸 들어오라는거? 절대 들어가면 안되겠노,0
1606,슈발 옛날에 청와대갔을때 육영수 귀신이 나 째려봤단 말이야ㅠㅠ - dc App,1
1607,저렇게 뻔뻔해야 성공한다. 기분정치가 누구 전문인데 ㅋㅋ,0
1608,그럼 용산 이전하면 지구가 무너지냐 ㅋㅋ 씨발럼,0
1609,털증서 입갤 ㅋㅋㅋㅋㅋ,0
1610,민주당 지들이 싸질러놓은 똥 윤석열한테 짬때릴라고 청와대 들어가라하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1611,"대통령 집무실을 국방부 청사로 옮기는 진짜 이유

기존 청와대는 각종 유무선 통신장치, 각종 보안시설, 상하수도 시설, 전력시설, 냉난방시설 등
모든 도면과 구조가 중국한테 알려져 있고 도감청 장치가 곳곳에 되어 있어서 사용이 불가하다.
청와대 시설 상근 근무자 대부분이 중국 첩자 (보일러실 직원은 이미 공지된 사실)이기
때문에 클린업을 위해 불가피한 조치이다.",0
1612,저 수염새기는 배 어퍼겟 치면 타격감 좋겟 생겻던데. 지나다니다 보면 뒷통수 좀 때려주고 그래라. 존나 나댐,1
1613,발이 한 발짝이라도 들어가는 순간 지금 청와대 직원들 다 재고용해야함ㄷㄷ 직원들 누가 중국 쪽 간첩이고 스파이인줄 모르는데.. 재고용안하면? 민노총부터 해서 완전 들고 일어나서 곧있을 지방선거에서 핵심 이슈화할 작정 ㄷㄷ 저래서 어떻게든 한발이라도 청와대에 들이밀게 할라고 존나 저러는 거ㄷㄷ 야 무섭네..,1
1614,똥구린내나는 운동꿘 새끼들 5년이나 굴러먹던 곳에는 나래도 안 간다.,1
1615,딱 하루만 들어가도 좆되는 함정 파놓은 뉘앙스로 들리지 왜,1
1616,ㄹㅇ 대통령 하려는 거 다 방해하려는 생각인가보다 처음부터 방해질이노 ㅋㅋㅋ,0
1617,느그 찢재명이나 빠세요 ㅎㅎ - dc App,0
1618,훈수겁나두네 지가 대통령됐나,0
1619,청와대에 미술품 부비트랩 설치하고 떠 넘기고 조작하려고 어이가 없네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1620,털보새끼는 언제 감옥가냐? 세금으로 대놓고 편파방송하는데,0
1621,털보야.. 문재앙도 하려했던 일이란다~,0
1622,민주당은 지들이 정의로운줄 아는 병신들 집합이지,0
1623,"여자 기분 좋아지게 하려고 자위기구 부릉이나 만들던 새끼가 ㅋㅋ
누구보다 기분파였던 김어준답다! 딸딸이왕 김어준!",1
1624,상폐보지 멧돼지냄새가 시설전체에 진동을 할텐데 들어가고싶을까? 존나 냄새나게생겼던데. 둘다. 아니 셋다,1
1625,경제가 어려운데 쳐들어가서 가만히 있지. 설치는 9수 윤서결이는 사회악이다! 모두가 반대하는 청와대 이전은 누가 시키드나?,0
1626,땡중이 옮기라고 했나,0
1627,왜냐하면... 법사님이...!!!,0
1628,도대체 무슨짓을 해놨길래ㅋㅋㅋㅋㅋ 저리 발작하는거임,0
1629,넌 머리랑 수염이랑좀 단정하게 하고 나오면 지구가 무너지냐??아주 더러워서 못봐주겠다.,0
1630,청와대에 진짜 뭔가 있나?,0
1631,응 안들어가 ㅋ,0
1632,건진이 시키드냐? - dc App,0
1633,그럼 용산으로 이전하면 지구가 무너지냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1634,진짜 청와대에 폭발물이라도 넣어놨나 왜저럼?,0
1635,청와대 들어가면 손바닥에 쓴 왕이 그런 의미였냐고 지랄할새끼들이ㅋㅋ - dc App,1
1636,"청와대 안들어가겠다, 영부인 없애겠다 -> 이승만 박정희 갓카도 따른 절차 정통성 개무시하고 국방부 박살내고 한미훈련이고 나발이고 무당말 듣겠다 -> 윤석열 빠는새끼는 이제 좆족 홍어 좌빨새끼보다 지능 떨어지는거임 ㅇㅇ",1
1637,그럼 용산으로 이전하면 느그 문재인 이재명 윤미향 몸이 무너져 뒈지기라도 하니? ㅋㅋ,0
1638,???: 아 함정 파놨는데 왜 안오냐고,0
1639,하루라도 청와대 근무 안시키면 니 하늘이 무너지는거 아니고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1640,함정파놨다고 대놓고 티내냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1641,왜 하루라도 반드시 거기 들어가야 씌울 수 있는 게 있나보지?,0
1642,이 아저씨는 지난 5년 동안 아가리 못 털어가지고 갑갑해서 어떻게 살았냐?,0
1643,훠훠훠훠 우리 코털 뽑아뿐다 씨발련,1
1644,하루라도 근무하면 청와대 근무자들 자동 고용승계라며?,0
1645,유투브로 가서 이제 가세연이랑 싸워라,0
1646,김어준은 언제 처벌함?,0
1647,좌파들이 함정 파놓은데를 미쳤다고 들어가노? ㅋㅋㅋㅋㅋ,0
1648,딱 하루만이 핵심이구만,0
1649,민주당 발작하는거 보면 잘하는건 맞는듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1650,털증서 발급완료ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 걍 빠르게 옮겨,0
1651,도청장치 설치해놨노ㅋㅋ,0
1652,■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■ 이전비용 최소,0
1653,■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비용 최소 1조 이상■■■■■■■■■■■■■■■■■■■■■■■■■■■ 이전비,0
